start,end,text_name,new_match,original_match,translation,original,len_translation,len_original,len_diff
371,389a,beowulf.txt,(371-389a),(371-89a),"Hrothgar gave reply, the helmet of the Scyldings: “I knew him when he was still a boy. His late father was called Ecgtheow, to whom Hrethel the Geat gave a home and his only daughter. Now his hardened heir comes here, seeking a loyal ally! The sea-venturers used to say then, those who carried coined gifts to the Geats thither as thanks, that he had the strength of thirty men in his hand-grip and fame in war as well. Holy God has sent him to us as a support, to the West-Danes, as I have hope, against the terror of Grendel. I must offer treasures to that good chieftain for his mindful courage. Be of haste, bid their allied band to enter and be seen, gathered together. Say to them wordfully as well that they are welcome among the Danish people.”","Hroðgar maþelode, helm Scyldinga: ""Ic hine cuðe cnihtwesende. Wæs his ealdfæder Ecgþeo haten, ðæm to ham forgeaf Hreþel Geata angan dohtor; is his eafora nu heard her cumen, sohte holdne wine. ðonne sægdon þæt sæliþende, þa ðe gifsceattas Geata fyredon þyder to þance, þæt he XXXtiges manna mægencræft on his mundgripe heaþorof hæbbe. Hine halig god for arstafum us onsende, to Westdenum, þæs ic wen hæbbe, wið Grendles gryre. Ic þæm godan sceal for his modþræce madmas beodan. Beo ðu on ofeste, hat in gan seon sibbegedriht samod ætgædere; gesaga him eac wordum þæt hie sint wilcuman Deniga leodum.""",141,99,42
389b,398,beowulf.txt,(389b-398),(389b-98),"[Then Wulfgar went to the door of the hall,] announcing his word from within: “My victorious lord, ruler of the East-Danes, has ordered me to tell you that he knows of your heritage and you are welcome by him here, hardy hearts from over the sea’s whelming. Now you may come inside in your battle-wear, under your war masks, to see Hrothgar—but let battle-boards await here, and the wooden shafts of slaughter, the outcome of your words.”","word inne abead: ""Eow het secgan sigedrihten min, aldor Eastdena, þæt he eower æþelu can, ond ge him syndon ofer sæwylmas heardhicgende hider wilcuman. Nu ge moton gangan in eowrum guðgeatawum under heregriman Hroðgar geseon; lætað hildebord her onbidan, wudu, wælsceaftas, worda geþinges.""",77,43,34
399,404,beowulf.txt,(399-404),(399-404),"Then the powerful one arose, about him many warriors, a band of mighty thanes, some of them waiting behind there to keep watch over the war-weapons, as the hardened one ordered then. They hastened together, that man guiding them under Heorot’s roof. The battle-brave went forth, hard under helmet, until he stood at the hearth.","Aras þa se rica, ymb hine rinc manig, þryðlic þegna heap; sume þær bidon, heaðoreaf heoldon, swa him se hearda bebead. Snyredon ætsomne, þa secg wisode, under Heorotes hrof heard under helme, þæt he on heoðe gestod.",55,37,18
405,414,beowulf.txt,(405-414),(405-14),"Beowulf made a speech, his byrnie shining on him the intricate mail sewn by the clever thoughts of the smith: “May you, Hrothgar, be well! I am Hygelac’s kinsman and dear thane. I have performed many mighty deeds in my youth. The notorious matter of Grendel became known to me on my stomping grounds: shanty-singers are saying that this hall, the best of houses, stands idle, impotent for its warriors after the evening’s light, the brightness under heaven, becomes obscured.","Beowulf maðelode (on him byrne scan, searonet seowed smiþes orþancum): ""Wæs þu, Hroðgar, hal! Ic eom Higelaces mæg ond magoðegn; hæbbe ic mærða fela ongunnen on geogoþe. Me wearð Grendles þing on minre eþeltyrf undyrne cuð; secgað sæliðend þæt þæs sele stande, reced selesta, rinca gehwylcum idel ond unnyt, siððan æfenleoht under heofenes hador beholen weorþeð.",80,56,24
415,426a,beowulf.txt,(415-426a),(415-26a),"“Then my tribesmen instructed me, the best of our wise men, that I should seek you, Prince Hrothgar, because they knew my skillful power, they observed it themselves when I came back from sorties, splattered by my enemies, where I bound up five warriors, and destroyed a tribe of giants, and among the waves struck down water-beasts by night, enduring many close calls, avenging malice against the Weders—they asked for their woes— I ground down our oppressors and now, against Grendel, I must pay him back alone, that wretched monster, that demon.","þa me þæt gelærdon leode mine þa selestan, snotere ceorlas, þeoden Hroðgar, þæt ic þe sohte, forþan hie mægenes cræft minne cuþon, selfe ofersawon, ða ic of searwum cwom, fah from feondum, þær ic fife geband, yðde eotena cyn ond on yðum slog niceras nihtes, nearoþearfe dreah, wræc Wedera nið (wean ahsodon), forgrand gramum, ond nu wið Grendel sceal, wið þam aglæcan, ana gehegan ðing wið þyrse.",92,67,25
426b,441,beowulf.txt,(426b-441),(426b-41),"“Just now I wish to ask you one thing, lord of the Bright-Danes, Hedge of the Scyldings, one single favor, that you do not refuse me this— shelter of warriors, generous friend of your people, now that I have come so far, that I be allowed to cleanse Heorot, alone, with this band of my warriors, this troop of hardened men. I have learned as well that this monster, out of recklessness, reckons naught of weaponry. So I shall disdain them, so that Hygelac might be most pleased at heart, my lord of men, not bearing any blade or broad shield with yellow boss into the battle, but I must grapple with the fiend with grip alone, contend life against life, hate against hatred. There he must trust in the judgment of the Lord, he whom death seizes.","Ic þe nu ða, brego Beorhtdena, biddan wille, eodor Scyldinga, anre bene, þæt ðu me ne forwyrne, wigendra hleo, freowine folca, nu ic þus feorran com, þæt ic mote ana ond minra eorla gedryht, þes hearda heap, Heorot fælsian. Hæbbe ic eac geahsod þæt se æglæca for his wonhydum wæpna ne recceð. Ic þæt þonne forhicge (swa me Higelac sie, min mondrihten, modes bliðe), þæt ic sweord bere oþðe sidne scyld, geolorand to guþe, ac ic mid grape sceal fon wið feonde ond ymb feorh sacan, lað wið laþum; ðær gelyfan sceal dryhtnes dome se þe hine deað nimeð.",138,99,39
442,455,beowulf.txt,(442-455),(442-55),"I reckon that he will, if he is allowed to win in the war-hall, fearlessly devour Geatish warriors, just as he has often devoured your glorious troops. There will be no need at that moment to cover my head, but he will have covered enough, blotted with blood, if death seizes me— he will bear me to bloody slaughter, thinking to taste me— the solitary stalker will eat without the slightest regret, marking his swampy lair. There will be no need to sorrow for long over cleaning my corpse! Just send Hygelac, if the contest conquers me, this best of battle-clothes that wards my breast, finest of garments. It is an heirloom of Hrethel, the work of Weland. The way of the world always goes as it must!”","Wen ic þæt he wille, gif he wealdan mot, in þæm guðsele Geotena leode etan unforhte, swa he oft dyde, mægen Hreðmanna. Na þu minne þearft hafalan hydan, ac he me habban wile dreore fahne, gif mec deað nimeð. Byreð blodig wæl, byrgean þenceð, eteð angenga unmurnlice, mearcað morhopu; no ðu ymb mines ne þearft lices feorme leng sorgian. Onsend Higelace, gif mec hild nime, beaduscruda betst, þæt mine breost wereð, hrægla selest; þæt is Hrædlan laf, Welandes geweorc. Gæð a wyrd swa hio scel.""",128,85,43
574,589,beowulf.txt,(574-589),(574-89),"“However, it happened to me that I slew with my sword nine sea monsters. Never have I learned under the vault of heaven of a more difficult contest in the night, nor in the sea-streams a man harder beset. Yet I survived the clutch of foes, escaped with my life, weary with swimming. Then the sea carried me, the flood according to the tides onto Finnish territory, the welling waves. I haven’t heard a peep spoken about you, about such terrible battles, the terror of blades. Neither Brecca nor you ever performed much of note in the dance of battle, with the splattered sword—not to boast much of it— though you might have been a killer of your brothers, your own close kin, and for that you ought to suffer retribution in the hall, even though your wit might avail you.","Hwæþere me gesælde þæt ic mid sweorde ofsloh niceras nigene. No ic on niht gefrægn under heofones hwealf heardran feohtan, ne on egstreamum earmran mannon; hwaþere ic fara feng feore gedigde, siþes werig. ða mec sæ oþbær, flod æfter faroðe on Finna land, wadu weallendu. No ic wiht fram þe swylcra searoniða secgan hyrde, billa brogan. Breca næfre git æt heaðolace, ne gehwæþer incer, swa deorlice dæd gefremede fagum sweordum (no ic þæs fela gylpe), þeah ðu þinum broðrum to banan wurde, heafodmægum; þæs þu in helle scealt werhðo dreogan, þeah þin wit duge.",141,94,47
456,472,beowulf.txt,(456-472),(456-72),"Hrothgar spoke in reply, the helmet of the Scyldings: “For our great deeds, my friend Beowulf, and gracious assistance you have sought us. Your father struck the greatest of feuds becoming the hand-slayer of Heatholaf, amid the Wylfings. Then his sheltering people could not keep him because of their war-terror. From there he searched out the South-Danish folk over the whelming waves, the Honor-Scyldings. Then I first controlled the Danish people and in my youth I possessed the spacious kingdom, the heroes’ many-treasured city. At that time Heorogar was dead, unliving my elder brother, the son of Halfdane—he was a better man than I! After that I managed the feud with payment, sending olden treasures to the Wylfings over the spine of the sea. He swore oaths to me.","Hroðgar maþelode, helm Scyldinga: ""For gewyrhtum þu, wine min Beowulf, ond for arstafum usic sohtest. Gesloh þin fæder fæhðe mæste; wearþ he Heaþolafe to handbonan mid Wilfingum; ða hine Wedera cyn for herebrogan habban ne mihte. þanon he gesohte Suðdena folc ofer yða gewealc, Arscyldinga. ða ic furþum weold folce Deniga ond on geogoðe heold ginne rice, hordburh hæleþa; ða wæs Heregar dead, min yldra mæg unlifigende, bearn Healfdenes; se wæs betera ðonne ic. Siððan þa fæhðe feo þingode; sende ic Wylfingum ofer wæteres hrycg ealde madmas; he me aþas swor.",129,91,38
480,490,beowulf.txt,(480-490),(480-90),"“All too often, drunk with beer, my loyal thanes boasted over their ale-horns that they wished to await the enmity of Grendel in the drinking-hall with a flurry of blades. Always after, by morning-time, this mead-hall, this home of warriors, was besmirched with blood, when the day blazed, all the bench-boards were bedewed with gore, the hall dripping with death. I had fewer loyal men, my brave company smaller, when that killing seized them. Sit now at my feasting and unseal your moderate mind, your joyful victories for men, just as your heart urges you.”","Ful oft gebeotedon beore druncne ofer ealowæge oretmecgas þæt hie in beorsele bidan woldon Grendles guþe mid gryrum ecga. ðonne wæs þeos medoheal on morgentid, drihtsele dreorfah, þonne dæg lixte, eal bencþelu blode bestymed, heall heorudreore; ahte ic holdra þy læs, deorre duguðe, þe þa deað fornam. Site nu to symle ond onsæl meoto, sigehreð secgum, swa þin sefa hwette.""",95,60,35
491,498,beowulf.txt,(491-498),(491-98),"Then were benches cleared for the Geatish kindred gathered together in the beer-hall. There the strong-spirited went to sit, mindful of their might. A thane attended to his office, who held in his hands a handwrought horn, pouring out bright mead. Sometimes a scop sang for them, bright-voiced in Heorot. There were many joys of heroes, no small assembly of Danes and Geats.","þa wæs Geatmæcgum geador ætsomne on beorsele benc gerymed; þær swiðferhþe sittan eodon, þryðum dealle. þegn nytte beheold, se þe on handa bær hroden ealowæge, scencte scir wered. Scop hwilum sang hador on Heorote. þær wæs hæleða dream, duguð unlytel Dena ond Wedera.",63,43,20
